epoch,train_loss,train_sup,train_phys,val_loss,val_sup,val_phys
1,0.15154938726229497,0.15154938726229497,0.0,0.05594027277729111,0.05594027277729111,0.0
2,0.04994255930856295,0.04994255930856295,0.0,0.03174277555830442,0.03174277555830442,0.0
3,0.027530250679570278,0.027530250679570278,0.0,0.022109516593767052,0.022109516593767052,0.0
4,0.019082605345319928,0.019082605345319928,0.0,0.013799841552491796,0.013799841552491796,0.0
5,0.016792809897692943,0.016792809897692943,0.0,0.014283363199876454,0.014283363199876454,0.0
6,0.015205303917927517,0.015205303917927517,0.0,0.010406650890021803,0.010406650890021803,0.0
7,0.013387822876560061,0.013387822876560061,0.0,0.016878515410496335,0.016878515410496335,0.0
8,0.013233957919841057,0.013233957919841057,0.0,0.01107725336022597,0.01107725336022597,0.0
9,0.014214110877086232,0.014214110877086232,0.0,0.0095411176766439,0.0095411176766439,0.0
10,0.012042245951206152,0.012042245951206152,0.0,0.010127743803526549,0.010127743803526549,0.0
11,0.011506018423450953,0.011506018423450953,0.0,0.010502858084806346,0.010502858084806346,0.0
12,0.011114073823987304,0.011114073823987304,0.0,0.014499407106505786,0.014499407106505786,0.0
13,0.011091936075137135,0.011091936075137135,0.0,0.009302865891246136,0.009302865891246136,0.0
14,0.011075578295023347,0.011075578295023347,0.0,0.008646575016618573,0.008646575016618573,0.0
15,0.010661842403796529,0.010661842403796529,0.0,0.021162745500301307,0.021162745500301307,0.0
16,0.010038735172146346,0.010038735172146346,0.0,0.007949613191049356,0.007949613191049356,0.0
17,0.010591634331367006,0.010591634331367006,0.0,0.012776969595844328,0.012776969595844328,0.0
18,0.01027383136486324,0.01027383136486324,0.0,0.009554829453166942,0.009554829453166942,0.0
19,0.010727994877145439,0.010727994877145439,0.0,0.007987098269841444,0.007987098269841444,0.0
20,0.0096702896073993,0.0096702896073993,0.0,0.00921631300812141,0.00921631300812141,0.0
21,0.009489074155060676,0.009489074155060676,0.0,0.007824119084415689,0.007824119084415689,0.0
22,0.009965832289843247,0.009965832289843247,0.0,0.01703957991355969,0.01703957991355969,0.0
23,0.009950073828917789,0.009950073828917789,0.0,0.008527481935003042,0.008527481935003042,0.0
24,0.009556038029401534,0.009556038029401534,0.0,0.009603275440307054,0.009603275440307054,0.0
25,0.008937103159933216,0.008937103159933216,0.0,0.0120211239817638,0.0120211239817638,0.0
26,1.0735398829519642,0.005832584971181531,1.0677072968757824,1.090105784688881,0.0071026573383866625,1.0830031294903597
27,1.0879625879366668,0.005633004375867571,1.0823295832669544,1.0972950067705738,0.007105348551954602,1.0901896600237868
28,1.1015854251191655,0.005901310863379075,1.0956841135020232,1.1101685573240954,0.007168125464723161,1.1030004332492687
29,1.1095120697659364,0.005737130322458032,1.1037749385886189,1.0775029145315023,0.007200795057362843,1.0703021206720138
30,1.0781269871909673,0.005638338502106416,1.07248864821245,1.0783607236996382,0.007818143084156607,1.070542576799017
31,1.0959387846027366,0.005710058916257237,1.0902287270892403,1.0874489984826414,0.0071436043598770696,1.0803053906696756
32,1.0821836579325104,0.005675669317326208,1.0765079873617915,1.0862041617225031,0.007008996290624817,1.0791951658542533
33,1.0858753733672135,0.005707043502799288,1.080168329627721,1.0905263240108947,0.0070227127606034365,1.0835036109694225
34,1.0916879198904443,0.005687217297434796,1.0860007033809815,1.0958813703702595,0.007074295318788555,1.0888070765875288
35,1.1049730839240173,0.0055064323999403685,1.0994666498724235,1.1085280270990496,0.007118867578176282,1.1014091577566787
36,1.0940278242931583,0.005669551310379386,1.08835827367493,1.0962358561461558,0.0071009231869974465,1.089134934910399
37,1.0982258145367234,0.005567886950276448,1.0926579274348895,1.0808145796467443,0.007980242933158506,1.0728343374387705
38,1.0962567340490985,0.005565976875963851,1.0906907576420288,1.0911113808968824,0.007137016669164264,1.0839743640370472
39,1.0922362216590191,0.005525719266570846,1.0867105020663421,1.0987240177785564,0.006921316224724071,1.0918027041795966
