epoch,train_loss,train_sup,train_phys,val_loss,val_sup,val_phys
1,0.30653534579277036,0.16332874085195362,1.4320660251259802,0.22525638550519944,0.07412230576388538,1.5113407760858542
2,0.22446668460965158,0.0635779464347288,1.6088873515844344,0.19440909381955862,0.03516567598329857,1.5924341503083708
3,0.20768739811331033,0.04329741466837004,1.643899805584552,0.1948904586955905,0.027433356244582683,1.6745709993243219
4,0.20095391731709242,0.03345533028198406,1.6749858441561456,0.19651649340987207,0.02078510030405596,1.7573139052242033
5,0.19376327829807996,0.02487419065227732,1.688890845718981,0.19255322713404893,0.022423823187127708,1.7012940106689922
6,0.1819846121147275,0.02127122243959457,1.607133871865272,0.1824386939778924,0.024545172502985223,1.5789351922422643
7,0.16871251253038644,0.01644970340258442,1.5226280670553447,0.16153825305402278,0.02473013090668246,1.3680811903178696
8,0.1677960640862584,0.016462791919941083,1.5133326956689348,0.17091445431113242,0.014557557730586267,1.5635689343065018
9,0.1643875261619687,0.01542482441989705,1.4896269912064073,0.163215198405087,0.0136402582610026,1.4957493670433757
10,0.16967062754929066,0.014202885626174975,1.5546773951172854,0.16274777229875326,0.011332631481345744,1.514151389151811
11,0.16734479953348635,0.014825450015021488,1.5251934727996568,0.1644984330236912,0.012011461670044809,1.5248696839362383
12,0.17793486618995666,0.01284296290500788,1.6509190013796093,0.1723569117859006,0.009103677777457051,1.632532316356897
13,0.17590707595646382,0.012692402810032945,1.632146707403659,0.16020753305405377,0.011268651515129022,1.4893887918889517
14,0.17606762208789586,0.01361063327640295,1.624569856181741,0.16606444902718068,0.009348163803224452,1.5671628262251613
15,0.17754038281738757,0.01075728867005091,1.6678309139013274,0.18535999361425637,0.0099712479437585,1.753887413233519
16,0.17628708460181952,0.011122615806612885,1.6516446632564075,0.17055776543915271,0.008668446781957755,1.618893160372973
17,0.17644607469439508,0.009781725843495223,1.6666434614837162,0.1702094864100218,0.009321827518579084,1.6088765594810248
18,0.17711259631067514,0.011946752048184862,1.6516584169477233,0.17306220587342977,0.00866599038039567,1.6439621304273602
19,0.1783673339113593,0.011325461791595444,1.6704186858683823,0.17339269362390042,0.009597088537702803,1.637956023767591
20,0.17694653756171466,0.010040741605567746,1.6690579316228669,0.16047282330691814,0.011397844839084428,1.4907497496306896
21,0.1755859145373106,0.012420365411322564,1.6316554598361244,0.18086372513324023,0.010689215921447613,1.7017450596839194
22,0.17581580954790116,0.008917034025129396,1.668987726229429,0.17320187602192164,0.007851853964966722,1.65350018876791
23,0.1756278021261096,0.009644646044092951,1.6598315335780376,0.17094900052994488,0.007529439565114444,1.634195577651262
