epoch,train_loss,train_sup,train_phys,val_loss,val_sup,val_phys
1,0.1576190336619129,0.1576190336619129,0.0,0.04917425719441143,0.04917425719441143,0.0
2,0.05548848200479917,0.05548848200479917,0.0,0.05423697678115732,0.05423697678115732,0.0
3,0.03517498871245621,0.03517498871245621,0.0,0.021138019942048336,0.021138019942048336,0.0
4,0.030776241443585883,0.030776241443585883,0.0,0.021977531552889167,0.021977531552889167,0.0
5,0.02706369205409282,0.02706369205409282,0.0,0.02978460280737745,0.02978460280737745,0.0
6,0.024622056731212847,0.024622056731212847,0.0,0.014271782494002317,0.014271782494002317,0.0
7,0.02234262007856535,0.02234262007856535,0.0,0.013393677631671914,0.013393677631671914,0.0
8,0.023875835826106473,0.023875835826106473,0.0,0.016285138971501304,0.016285138971501304,0.0
9,0.019829041711722367,0.019829041711722367,0.0,0.021346663543117976,0.021346663543117976,0.0
10,0.02082233795022953,0.02082233795022953,0.0,0.012949098025666114,0.012949098025666114,0.0
11,0.018508680109818754,0.018508680109818754,0.0,0.016517138343184495,0.016517138343184495,0.0
12,0.02041780053630659,0.02041780053630659,0.0,0.01097672870978685,0.01097672870978685,0.0
13,0.019526015442039597,0.019526015442039597,0.0,0.011968379380518828,0.011968379380518828,0.0
14,0.018880295829026752,0.018880295829026752,0.0,0.023286148061568732,0.023286148061568732,0.0
15,0.017611444131874866,0.017611444131874866,0.0,0.016724324580574754,0.016724324580574754,0.0
16,0.017153642341035325,0.017153642341035325,0.0,0.01094948243218039,0.01094948243218039,0.0
17,0.016686501098109825,0.016686501098109825,0.0,0.021612558760652375,0.021612558760652375,0.0
18,0.01652827299796112,0.01652827299796112,0.0,0.011576282692631194,0.011576282692631194,0.0
19,0.016255072656159646,0.016255072656159646,0.0,0.016880243430736692,0.016880243430736692,0.0
20,0.016173158770613708,0.016173158770613708,0.0,0.0098050423581669,0.0098050423581669,0.0
21,0.01697039443049211,0.01697039443049211,0.0,0.026818649515699216,0.026818649515699216,0.0
22,0.016342027693731016,0.016342027693731016,0.0,0.010218838649689678,0.010218838649689678,0.0
23,0.015970602677869664,0.015970602677869664,0.0,0.026483478961501293,0.026483478961501293,0.0
24,0.01587475328997418,0.01587475328997418,0.0,0.01310933090420161,0.01310933090420161,0.0
25,0.015215265383188577,0.015215265383188577,0.0,0.009884215843784317,0.009884215843784317,0.0
26,1.4896975129967902,0.01057098159642223,1.4791265318207047,1.4821957835180317,0.008322372398603064,1.4738734064255636
27,1.4893237916595148,0.010190603921244934,1.4791331864987296,1.5321988281375634,0.008831237758925284,1.5233675936114293
28,1.4903875501054307,0.00984992881055296,1.480537620351281,1.4863423637287345,0.007957149411932967,1.4783852170416698
29,1.5009580058613865,0.00987880887047401,1.4910791972426733,1.462486338829566,0.009269460588017434,1.4532168786563797
30,1.5051174836381869,0.009582640634191541,1.495534842874471,1.4719686695558583,0.0085287457921934,1.4634399211513784
31,1.5090138640815653,0.009876304470534376,1.4991375607231834,1.4940091833739937,0.007872390739959916,1.4861367901047302
32,1.5061489054380095,0.009667414699129545,1.4964814930230586,1.536293308891936,0.008928276240406697,1.5273650273859147
33,1.504897836231513,0.00955715315120284,1.495340683923391,1.493242094259776,0.007766466065568565,1.4854756269953455
34,1.5148510083726014,0.009586628620691841,1.5052643811445279,1.557850253439235,0.009093424945647625,1.5487568291301976
35,1.5098939007030823,0.009354990226940526,1.5005389128481503,1.522339580837124,0.0077540678060843615,1.5145855137033617
36,1.5088280349987742,0.00927196732052084,1.4995560642928505,1.458792585812643,0.009788185445010427,1.449004398610539
37,1.5137373059898633,0.009300309399383234,1.5044369979980723,1.5241833598670844,0.007568671903193929,1.5166146881328124
38,1.5209208343582519,0.009388274413180981,1.5115325615462527,1.5353070906179394,0.0076142362388904195,1.5276928522778377
39,1.5141855149692451,0.008918808107176348,1.5052667055886124,1.5578848203856075,0.008584909226806712,1.5492999087907597
40,1.5123481724744223,0.009267969320303828,1.5030801991651432,1.5324849058054164,0.007450936618374318,1.5250339664057826
41,1.5149899219851617,0.009231669410750891,1.5057582529341798,1.544913710769779,0.007999381783291485,1.5369143336862632
42,1.5141719479938431,0.009165109576638977,1.5050068386487576,1.509605022783051,0.00875882338575634,1.5008461981595396
43,1.5132283753596456,0.009154058422308904,1.504074315113844,1.4986844671343615,0.008132575207106172,1.4905518946533436
44,1.5150601828463004,0.008925776912688446,1.5061344068584577,1.5131853294229793,0.007669925048280212,1.5055154009374554
45,1.5246063561302212,0.00891440875077747,1.5156919468142829,1.5123192289632237,0.007436314862296243,1.5048829122128609
46,1.524167746573633,0.009178673761111002,1.5149890731970248,1.5166629965076903,0.007464977161590921,1.5091980169871142
