epoch,train_loss,train_sup,train_phys,val_loss,val_sup,val_phys
1,0.13525417513517415,0.13525417513517415,0.0,0.07084508626972755,0.07084508626972755,0.0
2,0.049854755822508236,0.049854755822508236,0.0,0.06629495194438331,0.06629495194438331,0.0
3,0.02820408450250738,0.02820408450250738,0.0,0.028644422879219502,0.028644422879219502,0.0
4,0.019761737091908142,0.019761737091908142,0.0,0.013941370515420498,0.013941370515420498,0.0
5,0.017256276238286208,0.017256276238286208,0.0,0.014422722330559492,0.014422722330559492,0.0
6,0.014132697972639151,0.014132697972639151,0.0,0.021995727899958364,0.021995727899958364,0.0
7,0.01506158624945128,0.01506158624945128,0.0,0.016206855627758327,0.016206855627758327,0.0
8,0.013462710391783704,0.013462710391783704,0.0,0.012030826286729258,0.012030826286729258,0.0
9,0.013660402329166934,0.013660402329166934,0.0,0.010407805969205985,0.010407805969205985,0.0
10,0.012289242775496638,0.012289242775496638,0.0,0.030375703034398262,0.030375703034398262,0.0
11,0.01347102070480488,0.01347102070480488,0.0,0.00960885225756869,0.00960885225756869,0.0
12,0.011060423171255948,0.011060423171255948,0.0,0.02877674146602767,0.02877674146602767,0.0
13,0.007453050962692234,0.007453050962692234,0.0,0.008419243765149327,0.008419243765149327,0.0
14,0.007088082243010863,0.007088082243010863,0.0,0.008389815898743894,0.008389815898743894,0.0
15,0.0069614629194747445,0.0069614629194747445,0.0,0.008447554816762376,0.008447554816762376,0.0
16,0.006794051449214727,0.006794051449214727,0.0,0.008477000714994933,0.008477000714994933,0.0
17,0.006767257663763036,0.006767257663763036,0.0,0.00783178374725624,0.00783178374725624,0.0
18,0.00686945965244442,0.00686945965244442,0.0,0.007921416839767,0.007921416839767,0.0
19,0.006550309299444731,0.006550309299444731,0.0,0.007827663834177656,0.007827663834177656,0.0
20,0.006589221049821524,0.006589221049821524,0.0,0.008918840089055826,0.008918840089055826,0.0
21,0.006465436991663776,0.006465436991663776,0.0,0.007821663035734063,0.007821663035734063,0.0
22,0.006417894700250914,0.006417894700250914,0.0,0.007711747362613706,0.007711747362613706,0.0
23,0.006381968118127774,0.006381968118127774,0.0,0.007761765860668892,0.007761765860668892,0.0
24,0.00622363972343828,0.00622363972343828,0.0,0.007920130363672144,0.007920130363672144,0.0
25,0.005970600587012772,0.005970600587012772,0.0,0.007512738389603676,0.007512738389603676,0.0
26,0.11879720324097312,0.016491638520681123,0.102305564487182,0.036629003553489546,0.014165656703515926,0.022463347105982762
27,0.03084283889940061,0.01270024623364561,0.018142592683702653,0.029558513430644296,0.013257791313641108,0.016300722097818476
28,0.02799916142641372,0.012302813660012625,0.015696347789446716,0.02738734810964433,0.012622946781638876,0.014764401283213293
29,0.026662619602344104,0.012051225254389255,0.01461139433489566,0.02681003654902678,0.012414297325993905,0.01439573914397037
30,0.025684392334190523,0.01184895866043222,0.013835433731651706,0.025667079164601952,0.013012613055176342,0.012654466101329115
31,0.025380548726360582,0.01194078252691232,0.013439766232986629,0.026086469380251928,0.01295482635677201,0.013131643071361818
32,0.02475195918673561,0.011698695879675957,0.013053263322947168,0.02531257571727818,0.012284665328065703,0.01302791043723235
33,0.02431582053941711,0.011574214825806966,0.01274160571057231,0.02477040637596817,0.012923643213256212,0.011846763196139974
34,0.024258804564748628,0.01162583496885002,0.012632969599006274,0.024457764303629583,0.012009838016523874,0.012447926220503829
35,0.0239230992485354,0.01145556920098256,0.0124675300282434,0.024222815619129128,0.012623900837964842,0.011598914685037416
36,0.023722441094127456,0.011374398470556237,0.012348042628075592,0.024327976668872563,0.012418698353559047,0.011909278224175247
37,0.023555092461953017,0.011397781449890499,0.012157310992997501,0.023608972397242523,0.01248314025554622,0.011125832132844614
38,0.02327517792596479,0.011198538365515745,0.012076639591420966,0.02405816421936082,0.012448476753469478,0.011609687352649271
39,0.023374669403832208,0.01128845303217086,0.012086216313855239,0.023330024278006088,0.012186270785409244,0.011143753425684529
40,0.022930167733155857,0.01121793675118941,0.011712230974633748,0.024713027387547926,0.011997511254346088,0.012715516100031606
41,0.02364753430748909,0.011263969032792654,0.01238356528857619,0.02471287541640755,0.011951371774786364,0.012761503633096256
42,0.02287147770622934,0.011198724061956022,0.01167275361235862,0.023898389108177875,0.012361632289523873,0.011536756834861522
43,0.022700354791272612,0.011033538545355598,0.011666816283348695,0.024350448927708237,0.012614565757681856,0.011735883147721064
44,0.022680264019117376,0.011091418186650708,0.011588845824330864,0.024013766606232362,0.012218070207066098,0.011795696267835954
45,0.02280555306595818,0.011086826611585533,0.011718726484908097,0.022940202278062746,0.012140517867631056,0.010799684343608333
46,0.02258494891536081,0.011113689983868106,0.01147125897905049,0.023251944884844684,0.012020846073512925,0.011231098914716435
47,0.0229075471949515,0.011132653989721856,0.011774893278189995,0.022914099008608944,0.012341218542350835,0.010572880531287883
48,0.022419450190530037,0.011060082267649443,0.01135936794456443,0.02267621688664651,0.012040112882993368,0.01063610398281282
49,0.02241608405420942,0.010870682770619868,0.01154540126407061,0.023676215680762232,0.01315046771336068,0.01052574807637027
50,0.022222562241993718,0.010902300274872373,0.011320261984929329,0.02412970008155677,0.011850714524507294,0.012278985612377974
